"age","educ","gender","hrswork","insure","metro","nchild","union","wage","race","marital","region"
37,3,1,40,1,1,4,0,31.25,"Black",1,"midwest"
48,4,0,50,1,0,0,1,17.82,"White",1,"west"
57,0,1,40,1,1,0,0,7.25,"Asian",1,"south"
41,3,1,40,1,1,2,1,22.25,"Black",2,"west"
30,2,0,38,1,1,0,0,31.37,"White",1,"midwest"
63,0,0,50,1,1,0,0,17,"White",1,"northeast"
41,3,0,39,0,1,2,0,8.4,"White",1,"midwest"
32,3,0,45,1,1,2,0,25.62,"White",1,"northeast"
31,0,1,40,1,1,0,0,7.7,"Asian",1,"south"
40,2,0,40,1,0,2,1,22,"White",1,"midwest"
25,0,1,40,0,1,0,0,8,"White",1,"west"
41,1,1,38,0,1,2,0,16.5,"White",1,"west"
24,0,0,35,1,1,0,0,10,"White",0,"south"
35,3,0,40,1,0,0,0,18.45,"White",0,"west"
41,3,0,40,0,1,0,0,20.65,"White",0,"northeast"
61,2,1,40,1,0,0,1,13.45,"White",1,"west"
37,3,1,40,1,1,2,1,25,"Black",1,"south"
74,5,1,40,1,1,0,0,72.13,"White",0,"south"
37,1,0,40,1,1,2,0,30.27,"White",1,"west"
43,3,0,40,1,1,1,0,28.95,"White",1,"west"
46,0,1,36,1,0,0,0,10,"White",0,"south"
49,3,1,40,0,0,0,0,7.7,"White",2,"south"
33,3,0,40,0,0,0,1,23.3,"White",1,"midwest"
29,0,0,40,0,0,1,0,20,"White",1,"west"
43,2,1,40,1,1,3,0,33.65,"White",1,"northeast"
39,2,0,64,1,1,0,0,31.25,"White",1,"northeast"
63,4,1,46,1,1,0,0,13.8,"White",1,"northeast"
27,2,0,40,1,1,0,0,8.5,"White",0,"northeast"
58,3,1,40,1,1,0,0,28.85,"White",1,"west"
31,3,1,40,1,1,1,0,22,"White",1,"south"
18,0,0,40,1,1,0,0,8,"Black",0,"midwest"
48,0,1,40,0,1,3,0,18.75,"Asian",1,"west"
34,0,1,36,0,1,2,0,8,"White",2,"west"
38,1,0,50,1,0,0,0,33.5,"Black",2,"south"
32,0,0,48,1,0,4,0,28,"White",1,"west"
22,0,1,40,0,1,0,0,12.5,"White",1,"south"
32,1,1,40,0,1,2,0,8,"White",0,"south"
50,0,1,52,1,1,0,0,12.5,"Asian",0,"west"
33,2,0,50,0,1,2,0,17.5,"White",1,"south"
28,0,1,30,0,0,0,0,12,"White",0,"northeast"
44,2,0,40,1,0,2,1,16.83,"White",1,"northeast"
46,1,1,40,0,0,1,0,9.61,"White",1,"midwest"
56,2,0,50,1,1,0,0,18.46,"White",0,"west"
57,3,1,40,1,1,0,0,24.05,"White",1,"midwest"
58,0,1,41,1,1,0,0,19.37,"White",2,"northeast"
66,2,1,40,1,1,0,0,13.85,"White",2,"south"
27,1,1,40,1,1,0,0,9.75,"Black",0,"south"
54,3,0,50,1,1,2,1,34.62,"White",1,"northeast"
23,0,0,40,1,0,0,0,10,"White",0,"midwest"
32,4,0,40,1,1,0,0,20.67,"White",1,"south"
44,0,0,40,1,1,0,0,30,"White",1,"south"
61,4,0,38,1,1,0,0,38.97,"White",0,"midwest"
64,1,1,40,1,0,0,1,12,"White",1,"northeast"
60,0,1,40,0,1,0,0,12.5,"White",2,"west"
53,0,1,40,0,1,0,0,12.5,"Black",1,"south"
25,3,0,45,1,1,0,0,23.07,"White",0,"northeast"
47,3,1,45,1,1,0,0,34.18,"Asian",1,"midwest"
35,3,1,40,1,1,3,0,12,"White",1,"west"
65,1,1,52,1,0,0,0,14.25,"White",2,"midwest"
27,4,1,45,1,1,0,0,41.02,"White",0,"northeast"
52,5,1,50,1,1,4,1,36.5,"White",1,"northeast"
61,4,1,40,1,1,0,0,68.75,"White",0,"south"
56,0,0,40,0,1,2,0,16.25,"Asian",1,"west"
65,3,0,40,1,1,0,0,52.88,"Asian",1,"west"
41,0,0,40,1,1,0,0,20.5,"Black",1,"south"
34,5,1,40,1,1,1,0,40.88,"White",1,"west"
54,1,1,40,0,1,1,0,14,"White",1,"south"
59,4,0,40,1,1,0,0,32.5,"Black",1,"south"
28,1,0,40,1,1,1,0,21.75,"White",1,"south"
29,3,0,40,1,1,0,0,25,"White",0,"midwest"
24,0,0,40,1,1,1,0,16,"White",0,"midwest"
58,1,1,40,1,1,0,0,25.14,"White",1,"midwest"
52,2,1,40,1,1,1,1,23.44,"White",2,"midwest"
28,3,1,40,1,0,1,0,17.15,"White",1,"south"
31,3,1,56,1,1,0,0,15,"White",0,"west"
51,0,1,43,1,0,2,0,11.9,"White",1,"midwest"
27,3,0,40,1,1,0,0,29.8,"White",1,"west"
36,0,1,40,1,1,2,0,11.3,"Black",1,"south"
45,0,0,55,1,0,3,1,21.61,"White",1,"midwest"
29,0,0,50,1,1,0,0,22.5,"White",0,"south"
48,3,1,40,1,1,0,1,19.3,"White",0,"northeast"
33,0,0,60,1,1,1,0,28,"White",1,"south"
35,0,1,45,0,0,2,0,19.22,"White",1,"northeast"
58,0,0,40,1,1,0,0,18.25,"White",2,"northeast"
34,4,0,40,1,1,2,1,31.25,"Black",1,"northeast"
56,3,0,50,1,1,0,0,32,"White",0,"south"
40,4,0,60,1,0,6,0,32.7,"White",1,"west"
52,2,1,52,0,1,0,0,9.62,"White",2,"midwest"
42,0,1,40,1,1,0,0,19.23,"White",0,"west"
58,0,0,45,1,1,2,1,30,"White",1,"west"
43,1,1,40,0,1,3,0,8.5,"White",1,"south"
44,1,0,55,1,1,0,0,16.36,"White",1,"south"
56,0,1,40,1,1,0,0,17.3,"White",1,"west"
40,3,0,50,1,1,0,0,57.7,"White",0,"northeast"
59,0,0,40,1,1,0,0,25,"White",1,"northeast"
22,1,0,40,0,1,0,0,11,"White",0,"midwest"
41,3,0,40,1,1,2,0,37.5,"White",1,"south"
59,1,0,60,1,1,1,0,30.43,"White",1,"midwest"
26,3,1,40,1,0,0,0,21.63,"White",1,"northeast"
25,3,1,56,1,1,0,0,24,"White",0,"midwest"
34,4,1,45,1,0,2,0,43.6,"White",1,"west"
49,0,0,40,1,1,2,0,22.72,"White",1,"midwest"
40,0,1,30,1,1,5,0,8,"White",1,"west"
40,0,0,40,0,1,1,0,15,"White",0,"west"
24,0,0,40,1,1,0,0,12,"White",0,"northeast"
53,1,1,35,0,1,0,0,17.25,"White",1,"northeast"
24,1,0,40,1,1,0,0,10.32,"White",0,"northeast"
34,1,0,40,1,0,1,0,48.08,"White",1,"midwest"
32,1,1,38,1,1,0,0,30,"White",2,"midwest"
47,0,1,40,1,1,0,0,13.5,"White",2,"northeast"
45,0,0,40,1,0,0,0,25,"White",0,"midwest"
49,4,0,45,1,1,2,0,59.82,"White",1,"south"
41,0,0,40,1,1,1,1,23.5,"White",1,"midwest"
27,3,0,50,1,1,0,0,21.54,"White",1,"midwest"
34,2,1,35,0,1,2,0,10,"White",1,"south"
39,0,0,40,1,1,2,0,21.63,"White",1,"northeast"
36,0,1,45,1,1,3,0,11,"White",1,"south"
22,1,1,40,1,0,0,1,15,"White",0,"south"
59,0,0,50,1,1,0,0,14.67,"White",1,"south"
23,3,0,40,1,1,0,0,20.17,"White",0,"south"
34,1,0,40,0,1,2,0,25,"White",1,"west"
34,2,1,36,1,1,2,0,13.5,"White",1,"midwest"
50,3,1,36,1,1,2,0,19.22,"White",2,"midwest"
53,0,0,40,1,1,3,0,15,"White",1,"west"
40,0,0,40,1,1,2,0,12.95,"White",1,"midwest"
32,2,1,46,1,1,5,0,5.43,"White",1,"south"
31,3,1,40,1,1,0,0,22.35,"White",0,"south"
57,1,1,40,1,1,0,1,33,"White",1,"midwest"
44,3,1,40,1,1,0,0,12,"White",0,"northeast"
60,0,0,40,1,1,3,0,4.05,"White",1,"south"
65,0,1,40,1,1,0,0,24.05,"White",1,"midwest"
55,0,0,40,1,1,0,0,34.33,"White",0,"south"
49,1,0,40,1,1,1,1,13.5,"White",1,"south"
30,0,0,40,1,1,1,0,31.25,"White",1,"northeast"
57,3,1,55,1,1,0,0,18.65,"White",1,"south"
40,2,0,40,1,1,5,1,28,"Black",2,"west"
52,0,0,40,1,0,1,0,21.56,"White",1,"midwest"
37,4,0,60,1,0,2,0,11.53,"White",1,"south"
33,4,1,40,1,1,0,0,16.15,"White",0,"south"
22,2,0,40,0,1,0,0,16.83,"White",0,"midwest"
34,1,0,50,1,1,3,1,16.5,"White",1,"west"
54,2,0,50,1,1,0,0,57.7,"White",1,"northeast"
45,2,0,40,1,1,0,0,57.67,"White",1,"midwest"
32,1,0,56,1,1,3,1,14.18,"White",1,"west"
68,0,0,40,1,1,0,0,33.65,"White",1,"northeast"
46,1,0,40,1,0,0,0,19.23,"White",0,"west"
38,0,1,40,1,0,2,0,22.35,"White",1,"midwest"
58,5,1,60,1,1,0,0,35.83,"White",0,"midwest"
52,0,0,45,1,1,1,0,23,"White",2,"midwest"
49,0,0,38,0,1,0,1,7.75,"White",1,"midwest"
41,3,1,40,1,0,2,0,17.3,"White",1,"midwest"
45,5,0,40,1,1,3,1,36.05,"White",1,"northeast"
29,3,0,40,1,1,0,0,19.25,"Black",0,"south"
48,0,0,40,1,0,1,0,14.77,"White",1,"midwest"
29,2,0,35,0,0,0,0,12.98,"White",0,"midwest"
23,0,1,40,1,1,0,0,11,"White",0,"midwest"
56,2,1,40,1,1,1,0,14,"White",2,"northeast"
55,2,0,40,1,0,3,0,72.13,"White",1,"midwest"
50,4,1,50,1,1,0,0,21,"Black",1,"south"
24,1,0,40,1,1,0,0,8.75,"White",0,"south"
25,3,0,40,1,1,0,0,13.85,"White",0,"west"
31,3,1,40,1,1,0,0,25.95,"White",1,"midwest"
20,0,1,35,1,1,1,0,7.7,"White",0,"midwest"
23,2,1,40,1,1,0,0,10.57,"Asian",0,"south"
61,2,1,48,1,1,0,0,30,"White",1,"south"
56,0,0,40,1,1,0,0,21,"White",1,"northeast"
51,0,0,45,1,1,0,1,34.18,"White",1,"northeast"
21,1,1,38,1,1,0,0,8.5,"White",0,"northeast"
32,0,0,40,1,1,3,0,18.38,"White",1,"south"
55,1,0,40,1,1,2,1,38.45,"White",1,"northeast"
45,3,0,40,1,1,0,0,47.13,"White",2,"midwest"
33,4,1,40,1,1,2,1,26,"White",1,"northeast"
60,3,1,40,1,1,0,0,20,"White",1,"south"
52,3,0,40,1,1,0,0,52.88,"White",1,"midwest"
32,3,0,40,1,1,0,0,33.65,"White",0,"northeast"
32,4,0,55,1,1,0,0,45.45,"White",1,"south"
25,2,1,35,1,1,0,0,12,"White",0,"south"
38,3,0,40,0,1,0,0,37.5,"White",2,"south"
51,0,0,70,0,1,4,0,24.73,"White",1,"northeast"
55,2,1,40,1,1,0,0,13,"White",1,"midwest"
36,0,1,40,1,1,1,0,15,"Black",2,"south"
33,3,0,40,1,1,2,0,72.13,"White",1,"midwest"
27,1,0,45,1,1,0,0,14,"White",0,"midwest"
31,1,0,40,1,1,1,0,18,"White",1,"south"
62,3,1,40,1,1,0,1,11.55,"White",1,"south"
57,0,0,40,1,1,2,0,24.05,"White",1,"midwest"
64,1,0,40,0,0,0,0,10,"White",0,"south"
52,0,0,40,0,0,0,0,15,"White",1,"south"
30,0,1,35,1,1,0,0,13.4,"White",2,"west"
36,4,1,40,1,1,1,0,40.88,"Asian",1,"west"
70,0,1,40,1,1,0,1,37,"Black",0,"south"
50,1,0,70,1,1,2,0,32.97,"White",1,"south"
27,3,0,32,1,1,0,0,18.03,"White",1,"south"
24,0,0,45,1,0,0,0,13,"White",1,"south"
45,3,0,40,1,1,0,1,57.67,"White",0,"south"
48,4,1,40,1,0,2,0,52.4,"White",1,"south"
51,4,1,60,1,1,1,0,15.38,"White",1,"northeast"
55,0,1,70,1,0,1,0,11.53,"White",1,"west"
43,3,1,37,1,0,2,0,19.24,"White",0,"midwest"
38,4,1,50,1,0,0,0,19.24,"White",1,"northeast"
38,0,1,38,0,1,2,0,9,"White",1,"midwest"
44,2,0,45,1,1,0,0,37.15,"White",0,"west"
18,0,1,20,0,1,0,1,8.25,"White",0,"midwest"
46,3,0,38,1,1,2,0,24.29,"White",1,"midwest"
55,3,0,45,1,0,0,0,31.2,"White",1,"northeast"
33,0,0,75,1,0,1,0,9.25,"White",1,"midwest"
51,1,1,50,1,1,0,0,40,"White",2,"midwest"
44,1,0,45,1,1,0,1,17.09,"Black",2,"midwest"
46,3,0,40,1,1,0,1,13.49,"White",2,"midwest"
37,4,1,50,1,1,2,0,38.46,"White",1,"midwest"
39,4,1,40,1,1,1,0,12,"White",1,"south"
85,2,0,40,1,1,2,0,15,"White",0,"midwest"
61,0,1,40,1,1,0,0,10.5,"White",1,"northeast"
18,0,1,40,0,1,0,0,7.85,"White",0,"south"
22,1,0,0,0,0,0,0,20,"White",0,"midwest"
55,2,0,40,1,1,1,0,20,"White",1,"midwest"
60,4,1,50,0,0,0,1,46.14,"White",1,"west"
47,0,1,40,1,1,3,0,12.5,"Black",1,"south"
31,0,0,40,1,1,0,0,14,"White",0,"west"
51,0,1,30,0,1,1,1,9,"White",1,"northeast"
22,0,0,40,0,1,0,0,9.5,"White",0,"south"
50,3,0,50,1,1,1,0,28.26,"White",1,"south"
60,0,1,60,1,1,0,0,9.62,"White",1,"midwest"
43,5,0,20,0,1,1,0,48.05,"White",1,"northeast"
53,4,0,40,1,1,1,0,72.13,"White",1,"south"
34,3,1,50,1,0,3,1,12.88,"White",1,"midwest"
49,3,1,40,1,1,2,1,18,"White",1,"northeast"
38,2,1,40,1,1,3,0,16.75,"White",2,"south"
50,4,1,40,1,1,1,0,25.48,"White",1,"south"
42,3,1,50,1,1,2,0,16,"White",2,"south"
27,3,1,32,0,0,1,0,15,"White",1,"midwest"
